gridID_50,region_50,taxo_group,nyear,nyear_b70,nyear_a70
2962,continental,hoverflies,14,0,14
2963,continental,bees,17,4,13
2963,continental,hoverflies,5,0,5
2964,continental,bees,80,30,50
2964,continental,hoverflies,29,2,27
2965,atlantic,bees,100,50,50
2965,atlantic,hoverflies,29,3,26
2966,atlantic,bees,88,38,50
2966,atlantic,hoverflies,66,20,46
2967,atlantic,bees,99,49,50
2967,atlantic,hoverflies,87,38,49
3008,mediterranean,bees,43,18,25
3008,mediterranean,hoverflies,20,1,19
3009,mediterranean,bees,71,27,44
3009,mediterranean,hoverflies,27,3,24
3010,mediterranean,bees,45,14,31
3010,mediterranean,hoverflies,21,2,19
3011,continental,bees,27,9,18
3011,continental,hoverflies,17,1,16
3012,continental,bees,24,7,17
3012,continental,hoverflies,16,0,16
3013,continental,bees,47,16,31
3013,continental,hoverflies,26,7,19
3014,continental,bees,13,6,7
3014,continental,hoverflies,11,2,9
3015,continental,bees,11,4,7
3015,continental,hoverflies,19,0,19
3016,continental,bees,24,14,10
3016,continental,hoverflies,15,0,15
3017,continental,bees,96,46,50
3017,continental,hoverflies,18,2,16
3018,atlantic,bees,94,46,48
3018,atlantic,hoverflies,34,0,34
3019,atlantic,bees,90,41,49
3019,atlantic,hoverflies,92,42,50
3020,atlantic,bees,95,45,50
3020,atlantic,hoverflies,84,34,50
3060,mediterranean,bees,1,0,1
3060,mediterranean,hoverflies,2,0,2
3061,mediterranean,bees,58,21,37
3061,mediterranean,hoverflies,24,0,24
3062,mediterranean,bees,30,9,21
3062,mediterranean,hoverflies,13,3,10
3063,continental,bees,14,3,11
3063,continental,hoverflies,23,2,21
3064,continental,bees,30,9,21
3064,continental,hoverflies,29,2,27
3065,continental,bees,13,2,11
3065,continental,hoverflies,10,0,10
3066,continental,bees,16,5,11
3066,continental,hoverflies,14,2,12
3067,continental,bees,3,2,1
3067,continental,hoverflies,12,0,12
3068,continental,bees,10,5,5
3068,continental,hoverflies,30,0,30
3069,continental,bees,91,41,50
3069,continental,hoverflies,17,1,16
3070,atlantic,bees,93,43,50
3070,atlantic,hoverflies,7,0,7
3071,atlantic,bees,99,49,50
3071,atlantic,hoverflies,79,29,50
3072,atlantic,bees,100,50,50
3072,atlantic,hoverflies,92,43,49
3073,atlantic,bees,70,30,40
3073,atlantic,hoverflies,67,20,47
3113,mediterranean,bees,71,27,44
3113,mediterranean,hoverflies,22,3,19
3114,mediterranean,bees,52,13,39
3114,mediterranean,hoverflies,23,2,21
3115,alpine,bees,35,10,25
3115,alpine,hoverflies,19,2,17
3116,continental,bees,16,3,13
3116,continental,hoverflies,20,1,19
3117,continental,bees,15,4,11
3117,continental,hoverflies,28,1,27
3118,continental,bees,22,9,13
3118,continental,hoverflies,14,0,14
3119,continental,bees,6,2,4
3119,continental,hoverflies,19,0,19
3120,continental,bees,9,3,6
3120,continental,hoverflies,13,0,13
3121,continental,bees,95,45,50
3121,continental,hoverflies,37,5,32
3122,continental,bees,98,48,50
3122,continental,hoverflies,17,4,13
3123,atlantic,bees,90,41,49
3123,atlantic,hoverflies,57,13,44
3124,atlantic,bees,99,49,50
3124,atlantic,hoverflies,84,35,49
3125,atlantic,bees,42,5,37
3125,atlantic,hoverflies,81,33,48
3126,atlantic,bees,65,22,43
3126,atlantic,hoverflies,50,10,40
3165,mediterranean,bees,31,16,15
3165,mediterranean,hoverflies,17,3,14
3166,mediterranean,bees,49,10,39
3166,mediterranean,hoverflies,20,1,19
3167,mediterranean,bees,32,9,23
3167,mediterranean,hoverflies,29,3,26
3168,alpine,bees,21,4,17
3168,alpine,hoverflies,14,1,13
3169,continental,bees,88,44,44
3169,continental,hoverflies,21,0,21
3170,continental,bees,31,8,23
3170,continental,hoverflies,25,1,24
3171,continental,bees,4,2,2
3171,continental,hoverflies,13,0,13
3172,continental,bees,11,5,6
3172,continental,hoverflies,9,2,7
3173,continental,bees,21,9,12
3173,continental,hoverflies,22,3,19
3174,continental,bees,78,28,50
3174,continental,hoverflies,30,7,23
3175,continental,bees,100,50,50
3175,continental,hoverflies,84,35,49
3176,atlantic,bees,90,40,50
3176,atlantic,hoverflies,76,27,49
3177,atlantic,bees,100,50,50
3177,atlantic,hoverflies,75,25,50
3178,atlantic,bees,67,19,48
3178,atlantic,hoverflies,80,32,48
3186,atlantic,bees,22,8,14
3186,atlantic,hoverflies,11,1,10
3187,atlantic,bees,26,13,13
3187,atlantic,hoverflies,9,4,5
3188,atlantic,bees,28,16,12
3188,atlantic,hoverflies,25,13,12
3189,atlantic,bees,4,4,0
3189,atlantic,hoverflies,1,1,0
3218,mediterranean,bees,81,33,48
3218,mediterranean,hoverflies,25,4,21
3219,alpine,bees,60,22,38
3219,alpine,hoverflies,31,4,27
3220,alpine,bees,39,17,22
3220,alpine,hoverflies,39,15,24
3221,alpine,bees,13,6,7
3221,alpine,hoverflies,20,0,20
3222,continental,bees,90,50,40
3222,continental,hoverflies,18,3,15
3223,continental,bees,15,8,7
3223,continental,hoverflies,24,0,24
3224,continental,bees,6,2,4
3224,continental,hoverflies,30,2,28
3225,continental,bees,17,7,10
3225,continental,hoverflies,21,0,21
3226,continental,bees,67,17,50
3226,continental,hoverflies,42,4,38
3227,continental,bees,93,43,50
3227,continental,hoverflies,46,5,41
3228,atlantic,bees,92,42,50
3228,atlantic,hoverflies,74,25,49
3229,atlantic,bees,98,48,50
3229,atlantic,hoverflies,79,30,49
3230,atlantic,bees,76,28,48
3230,atlantic,hoverflies,85,36,49
3231,atlantic,bees,66,21,45
3231,atlantic,hoverflies,76,27,49
3238,atlantic,bees,48,26,22
3238,atlantic,hoverflies,62,14,48
3239,atlantic,bees,24,15,9
3239,atlantic,hoverflies,21,8,13
3240,atlantic,bees,64,34,30
3240,atlantic,hoverflies,64,23,41
3241,atlantic,bees,12,5,7
3241,atlantic,hoverflies,6,2,4
3242,atlantic,bees,5,3,2
3242,atlantic,hoverflies,4,2,2
3271,mediterranean,bees,72,33,39
3271,mediterranean,hoverflies,32,6,26
3272,alpine,bees,45,13,32
3272,alpine,hoverflies,33,4,29
3273,alpine,bees,22,9,13
3273,alpine,hoverflies,22,2,20
3274,alpine,bees,58,24,34
3274,alpine,hoverflies,35,7,28
3275,continental,bees,94,45,49
3275,continental,hoverflies,6,0,6
3276,continental,bees,12,4,8
3276,continental,hoverflies,16,1,15
3277,continental,bees,3,0,3
3277,continental,hoverflies,13,0,13
3278,continental,bees,26,19,7
3278,continental,hoverflies,37,14,23
3279,continental,bees,49,15,34
3279,continental,hoverflies,33,4,29
3280,atlantic,bees,40,13,27
3280,atlantic,hoverflies,36,1,35
3281,atlantic,bees,88,39,49
3281,atlantic,hoverflies,55,10,45
3282,atlantic,bees,94,44,50
3282,atlantic,hoverflies,74,25,49
3283,atlantic,bees,89,39,50
3283,atlantic,hoverflies,90,40,50
3290,atlantic,bees,33,17,16
3290,atlantic,hoverflies,40,11,29
3291,atlantic,bees,41,14,27
3291,atlantic,hoverflies,29,4,25
3292,atlantic,bees,45,23,22
3292,atlantic,hoverflies,26,11,15
3293,alpine,bees,12,7,5
3293,alpine,hoverflies,13,5,8
3294,atlantic,bees,8,3,5
3294,atlantic,hoverflies,8,2,6
3295,atlantic,bees,10,2,8
3295,atlantic,hoverflies,3,0,3
3323,mediterranean,bees,12,9,3
3323,mediterranean,hoverflies,2,0,2
3324,alpine,bees,38,10,28
3324,alpine,hoverflies,27,0,27
3325,alpine,bees,53,22,31
3325,alpine,hoverflies,25,3,22
3326,alpine,bees,36,8,28
3326,alpine,hoverflies,12,2,10
3327,alpine,bees,84,45,39
3327,alpine,hoverflies,9,3,6
3328,continental,bees,85,37,48
3328,continental,hoverflies,8,0,8
3329,continental,bees,47,17,30
3329,continental,hoverflies,37,1,36
3330,continental,bees,21,7,14
3330,continental,hoverflies,31,4,27
3331,continental,bees,3,1,2
3331,continental,hoverflies,20,0,20
3332,continental,bees,32,13,19
3332,continental,hoverflies,38,2,36
3333,atlantic,bees,53,29,24
3333,atlantic,hoverflies,50,6,44
3334,atlantic,bees,70,27,43
3334,atlantic,hoverflies,59,12,47
3335,atlantic,bees,80,30,50
3335,atlantic,hoverflies,79,31,48
3336,atlantic,bees,39,6,33
3336,atlantic,hoverflies,64,16,48
3342,atlantic,bees,20,3,17
3342,atlantic,hoverflies,27,3,24
3343,atlantic,bees,27,11,16
3343,atlantic,hoverflies,17,3,14
3344,alpine,bees,32,16,16
3344,alpine,hoverflies,13,4,9
3345,alpine,bees,34,24,10
3345,alpine,hoverflies,32,13,19
3346,atlantic,bees,22,13,9
3346,atlantic,hoverflies,7,3,4
3347,atlantic,bees,19,9,10
3347,atlantic,hoverflies,15,4,11
3348,atlantic,bees,3,0,3
3376,mediterranean,bees,48,22,26
3376,mediterranean,hoverflies,22,1,21
3377,alpine,bees,11,1,10
3377,alpine,hoverflies,5,0,5
3378,alpine,bees,21,4,17
3378,alpine,hoverflies,6,1,5
3379,alpine,bees,100,50,50
3379,alpine,hoverflies,9,1,8
3380,continental,bees,99,49,50
3380,continental,hoverflies,3,0,3
3381,continental,bees,67,26,41
3381,continental,hoverflies,31,0,31
3382,continental,bees,52,43,9
3382,continental,hoverflies,24,0,24
3383,continental,bees,10,0,10
3383,continental,hoverflies,23,0,23
3384,continental,bees,38,26,12
3384,continental,hoverflies,33,0,33
3385,continental,bees,64,36,28
3385,continental,hoverflies,34,0,34
3386,atlantic,bees,24,9,15
3386,atlantic,hoverflies,46,4,42
3387,atlantic,bees,75,27,48
3387,atlantic,hoverflies,51,3,48
3388,atlantic,bees,39,5,34
3388,atlantic,hoverflies,68,20,48
3389,atlantic,hoverflies,13,1,12
3395,atlantic,bees,24,8,16
3395,atlantic,hoverflies,21,6,15
3396,alpine,bees,17,8,9
3396,alpine,hoverflies,3,1,2
3397,alpine,bees,19,12,7
3397,alpine,hoverflies,11,5,6
3398,alpine,bees,30,15,15
3398,alpine,hoverflies,28,8,20
3399,alpine,bees,18,9,9
3399,alpine,hoverflies,12,3,9
3400,atlantic,bees,15,2,13
3400,atlantic,hoverflies,3,0,3
3429,alpine,bees,30,4,26
3429,alpine,hoverflies,21,0,21
3430,continental,bees,36,20,16
3430,continental,hoverflies,5,0,5
3431,alpine,bees,17,5,12
3431,alpine,hoverflies,2,0,2
3432,alpine,bees,100,50,50
3432,alpine,hoverflies,12,3,9
3433,continental,bees,84,34,50
3433,continental,hoverflies,2,0,2
3434,continental,bees,69,32,37
3434,continental,hoverflies,34,1,33
3435,continental,bees,58,43,15
3435,continental,hoverflies,21,0,21
3436,continental,bees,13,3,10
3436,continental,hoverflies,23,0,23
3437,continental,bees,27,15,12
3437,continental,hoverflies,26,0,26
3438,continental,bees,19,7,12
3438,continental,hoverflies,32,1,31
3439,atlantic,bees,16,5,11
3439,atlantic,hoverflies,48,7,41
3440,atlantic,bees,2,1,1
3440,atlantic,hoverflies,30,0,30
3441,atlantic,bees,4,0,4
3441,atlantic,hoverflies,35,0,35
3447,atlantic,bees,26,7,19
3447,atlantic,hoverflies,47,4,43
3448,alpine,bees,14,2,12
3448,alpine,hoverflies,12,1,11
3449,alpine,bees,24,15,9
3449,alpine,hoverflies,15,4,11
3450,alpine,bees,40,22,18
3450,alpine,hoverflies,31,10,21
3451,atlantic,bees,24,11,13
3451,atlantic,hoverflies,19,5,14
3452,alpine,bees,13,8,5
3452,alpine,hoverflies,9,3,6
3453,atlantic,bees,17,4,13
3453,atlantic,hoverflies,8,3,5
3475,mediterranean,bees,5,0,5
3475,mediterranean,hoverflies,1,0,1
3476,mediterranean,bees,2,0,2
3477,mediterranean,bees,17,2,15
3477,mediterranean,hoverflies,1,1,0
3481,mediterranean,bees,7,1,6
3481,mediterranean,hoverflies,4,0,4
3482,continental,bees,40,6,34
3482,continental,hoverflies,4,1,3
3483,continental,bees,10,2,8
3483,continental,hoverflies,4,0,4
3484,alpine,bees,89,41,48
3484,alpine,hoverflies,20,3,17
3485,alpine,bees,78,32,46
3485,alpine,hoverflies,9,0,9
3486,continental,bees,58,15,43
3486,continental,hoverflies,26,0,26
3487,continental,bees,41,27,14
3487,continental,hoverflies,21,0,21
3488,continental,bees,27,14,13
3488,continental,hoverflies,27,0,27
3489,continental,bees,63,27,36
3489,continental,hoverflies,31,0,31
3490,continental,bees,23,14,9
3490,continental,hoverflies,26,0,26
3491,atlantic,bees,12,4,8
3491,atlantic,hoverflies,33,1,32
3492,atlantic,bees,5,2,3
3492,atlantic,hoverflies,45,5,40
3493,atlantic,bees,20,2,18
3493,atlantic,hoverflies,37,2,35
3494,atlantic,bees,2,0,2
3494,atlantic,hoverflies,21,0,21
3496,atlantic,hoverflies,2,0,2
3497,atlantic,bees,1,0,1
3497,atlantic,hoverflies,7,0,7
3500,boreal,bees,21,3,18
3500,boreal,hoverflies,19,4,15
3501,alpine,bees,14,3,11
3501,alpine,hoverflies,13,0,13
3502,alpine,bees,4,2,2
3502,alpine,hoverflies,3,1,2
3503,alpine,bees,26,11,15
3503,alpine,hoverflies,10,6,4
3504,alpine,bees,16,8,8
3504,alpine,hoverflies,12,3,9
3505,alpine,bees,26,2,24
3505,alpine,hoverflies,6,0,6
3506,atlantic,bees,9,1,8
3506,atlantic,hoverflies,2,0,2
3528,mediterranean,bees,13,1,12
3528,mediterranean,hoverflies,7,0,7
3529,mediterranean,bees,6,0,6
3529,mediterranean,hoverflies,2,0,2
3530,mediterranean,bees,13,3,10
3534,mediterranean,bees,34,3,31
3534,mediterranean,hoverflies,5,0,5
3535,continental,bees,19,7,12
3535,continental,hoverflies,3,0,3
3536,alpine,bees,4,3,1
3536,alpine,hoverflies,8,0,8
3537,alpine,bees,79,33,46
3537,alpine,hoverflies,9,1,8
3538,continental,bees,95,45,50
3538,continental,hoverflies,7,0,7
3539,continental,bees,11,5,6
3539,continental,hoverflies,23,0,23
3540,continental,bees,46,23,23
3540,continental,hoverflies,31,1,30
3541,continental,bees,57,29,28
3541,continental,hoverflies,33,0,33
3542,continental,bees,24,10,14
3542,continental,hoverflies,35,0,35
3543,continental,bees,3,0,3
3543,continental,hoverflies,23,0,23
3544,atlantic,bees,17,0,17
3544,atlantic,hoverflies,32,0,32
3545,atlantic,bees,5,1,4
3545,atlantic,hoverflies,34,0,34
3546,atlantic,bees,9,0,9
3546,atlantic,hoverflies,31,0,31
3547,atlantic,bees,1,0,1
3547,atlantic,hoverflies,16,1,15
3548,atlantic,hoverflies,9,0,9
3549,atlantic,bees,4,1,3
3549,atlantic,hoverflies,19,3,16
3550,atlantic,bees,2,1,1
3550,atlantic,hoverflies,9,1,8
3552,atlantic,bees,41,9,32
3552,atlantic,hoverflies,49,8,41
3553,boreal,bees,20,3,17
3553,boreal,hoverflies,14,4,10
3554,alpine,bees,22,8,14
3554,alpine,hoverflies,12,2,10
3555,alpine,bees,41,17,24
3555,alpine,hoverflies,25,8,17
3556,alpine,bees,17,10,7
3556,alpine,hoverflies,8,3,5
3557,alpine,bees,4,2,2
3557,alpine,hoverflies,4,1,3
3558,atlantic,bees,20,3,17
3558,atlantic,hoverflies,13,2,11
3559,atlantic,bees,8,1,7
3580,mediterranean,bees,8,2,6
3580,mediterranean,hoverflies,3,0,3
3581,mediterranean,bees,15,4,11
3581,mediterranean,hoverflies,4,1,3
3582,mediterranean,bees,21,10,11
3582,mediterranean,hoverflies,2,1,1
3583,mediterranean,bees,2,1,1
3584,mediterranean,bees,29,11,18
3584,mediterranean,hoverflies,13,5,8
3587,mediterranean,bees,12,7,5
3587,mediterranean,hoverflies,6,1,5
3588,continental,bees,4,2,2
3588,continental,hoverflies,4,0,4
3589,alpine,bees,90,40,50
3589,alpine,hoverflies,13,2,11
3590,alpine,bees,67,22,45
3590,alpine,hoverflies,4,0,4
3591,continental,bees,88,38,50
3591,continental,hoverflies,12,1,11
3592,continental,bees,12,2,10
3592,continental,hoverflies,23,0,23
3593,continental,bees,51,19,32
3593,continental,hoverflies,33,3,30
3594,continental,bees,62,27,35
3594,continental,hoverflies,39,1,38
3595,continental,bees,39,20,19
3595,continental,hoverflies,34,1,33
3596,continental,bees,7,1,6
3596,continental,hoverflies,25,0,25
3597,continental,bees,5,3,2
3597,continental,hoverflies,36,3,33
3598,atlantic,bees,29,7,22
3598,atlantic,hoverflies,42,4,38
3599,atlantic,bees,8,0,8
3599,atlantic,hoverflies,29,3,26
3600,atlantic,bees,4,0,4
3600,atlantic,hoverflies,26,5,21
3601,atlantic,bees,2,1,1
3601,atlantic,hoverflies,17,3,14
3602,atlantic,bees,2,1,1
3602,atlantic,hoverflies,18,4,14
3603,atlantic,bees,4,2,2
3603,atlantic,hoverflies,18,2,16
3605,boreal,bees,46,15,31
3605,boreal,hoverflies,33,3,30
3606,boreal,bees,28,5,23
3606,boreal,hoverflies,15,0,15
3607,alpine,bees,26,4,22
3607,alpine,hoverflies,19,2,17
3608,alpine,bees,26,12,14
3608,alpine,hoverflies,10,2,8
3609,alpine,bees,32,20,12
3609,alpine,hoverflies,15,4,11
3610,alpine,bees,13,2,11
3610,alpine,hoverflies,8,0,8
3611,atlantic,bees,11,0,11
3611,atlantic,hoverflies,1,0,1
3612,atlantic,bees,5,0,5
3633,mediterranean,bees,9,2,7
3633,mediterranean,hoverflies,1,0,1
3634,mediterranean,bees,15,5,10
3634,mediterranean,hoverflies,7,0,7
3635,mediterranean,bees,14,9,5
3635,mediterranean,hoverflies,5,1,4
3636,mediterranean,bees,35,12,23
3636,mediterranean,hoverflies,15,3,12
3637,mediterranean,bees,39,9,30
3637,mediterranean,hoverflies,26,5,21
3640,continental,bees,2,0,2
3640,continental,hoverflies,1,0,1
3641,continental,bees,54,17,37
3641,continental,hoverflies,9,1,8
3642,alpine,bees,71,29,42
3642,alpine,hoverflies,5,1,4
3643,continental,bees,67,24,43
3643,continental,hoverflies,4,1,3
3644,continental,bees,12,4,8
3644,continental,hoverflies,15,0,15
3645,continental,bees,47,22,25
3645,continental,hoverflies,39,4,35
3646,continental,bees,21,9,12
3646,continental,hoverflies,27,0,27
3647,continental,bees,26,7,19
3647,continental,hoverflies,33,2,31
3648,continental,bees,12,8,4
3648,continental,hoverflies,35,2,33
3649,continental,bees,6,0,6
3649,continental,hoverflies,28,1,27
3650,atlantic,bees,4,1,3
3650,atlantic,hoverflies,14,0,14
3651,atlantic,bees,5,1,4
3651,atlantic,hoverflies,23,2,21
3652,atlantic,bees,7,0,7
3652,atlantic,hoverflies,30,1,29
3653,atlantic,bees,6,4,2
3653,atlantic,hoverflies,32,7,25
3654,atlantic,hoverflies,18,3,15
3655,atlantic,bees,4,1,3
3655,atlantic,hoverflies,21,0,21
3656,atlantic,hoverflies,6,0,6
3658,boreal,bees,28,4,24
3658,boreal,hoverflies,28,2,26
3659,boreal,bees,25,3,22
3659,boreal,hoverflies,21,0,21
3660,alpine,bees,25,8,17
3660,alpine,hoverflies,16,4,12
3661,alpine,bees,21,7,14
3661,alpine,hoverflies,14,3,11
3662,alpine,bees,30,11,19
3662,alpine,hoverflies,20,5,15
3663,alpine,bees,19,2,17
3663,alpine,hoverflies,14,0,14
3664,atlantic,bees,10,1,9
3685,mediterranean,bees,14,5,9
3685,mediterranean,hoverflies,1,0,1
3686,mediterranean,bees,13,4,9
3686,mediterranean,hoverflies,8,0,8
3687,mediterranean,bees,4,2,2
3687,mediterranean,hoverflies,2,1,1
3688,mediterranean,bees,24,5,19
3688,mediterranean,hoverflies,18,2,16
3689,mediterranean,bees,48,16,32
3689,mediterranean,hoverflies,25,6,19
3690,mediterranean,bees,15,7,8
3690,mediterranean,hoverflies,5,1,4
3692,continental,bees,11,8,3
3692,continental,hoverflies,3,0,3
3693,continental,bees,7,6,1
3693,continental,hoverflies,5,0,5
3694,alpine,bees,68,33,35
3694,alpine,hoverflies,10,1,9
3695,alpine,bees,98,48,50
3695,alpine,hoverflies,6,1,5
3696,continental,bees,59,18,41
3696,continental,hoverflies,31,2,29
3697,continental,bees,15,4,11
3697,continental,hoverflies,39,4,35
3698,continental,bees,20,12,8
3698,continental,hoverflies,22,0,22
3699,continental,bees,29,20,9
3699,continental,hoverflies,25,1,24
3700,continental,bees,5,1,4
3700,continental,hoverflies,27,1,26
3701,continental,bees,21,6,15
3701,continental,hoverflies,36,1,35
3702,atlantic,bees,7,0,7
3702,atlantic,hoverflies,33,3,30
3703,atlantic,bees,16,11,5
3703,atlantic,hoverflies,23,0,23
3704,atlantic,bees,10,1,9
3704,atlantic,hoverflies,37,6,31
3705,atlantic,bees,13,3,10
3705,atlantic,hoverflies,45,8,37
3706,continental,hoverflies,40,10,30
3707,continental,bees,5,2,3
3707,continental,hoverflies,30,1,29
3708,continental,bees,3,1,2
3708,continental,hoverflies,21,2,19
3710,boreal,bees,21,5,16
3710,boreal,hoverflies,15,3,12
3711,boreal,bees,33,8,25
3711,boreal,hoverflies,23,1,22
3712,boreal,bees,38,4,34
3712,boreal,hoverflies,28,0,28
3713,alpine,bees,13,6,7
3713,alpine,hoverflies,9,1,8
3714,alpine,bees,32,11,21
3714,alpine,hoverflies,21,2,19
3715,alpine,bees,39,14,25
3715,alpine,hoverflies,35,9,26
3716,atlantic,bees,19,4,15
3716,atlantic,hoverflies,9,1,8
3717,atlantic,bees,10,1,9
3738,mediterranean,bees,7,1,6
3738,mediterranean,hoverflies,1,0,1
3739,mediterranean,bees,15,5,10
3739,mediterranean,hoverflies,4,0,4
3740,mediterranean,bees,9,0,9
3740,mediterranean,hoverflies,1,0,1
3741,mediterranean,bees,13,3,10
3741,mediterranean,hoverflies,4,1,3
3742,mediterranean,bees,22,8,14
3742,mediterranean,hoverflies,17,1,16
3744,mediterranean,bees,7,2,5
3744,mediterranean,hoverflies,3,1,2
3745,continental,bees,3,0,3
3745,continental,hoverflies,4,1,3
3746,continental,bees,12,10,2
3746,continental,hoverflies,6,0,6
3747,alpine,bees,87,40,47
3747,alpine,hoverflies,12,3,9
3748,alpine,bees,53,15,38
3748,alpine,hoverflies,31,4,27
3749,continental,bees,5,4,1
3749,continental,hoverflies,19,1,18
3750,continental,bees,14,4,10
3750,continental,hoverflies,34,1,33
3751,continental,bees,15,13,2
3751,continental,hoverflies,11,1,10
3752,continental,bees,6,0,6
3752,continental,hoverflies,31,0,31
3753,continental,bees,9,4,5
3753,continental,hoverflies,40,4,36
3754,continental,bees,8,0,8
3754,continental,hoverflies,34,0,34
3755,atlantic,bees,4,0,4
3755,atlantic,hoverflies,21,1,20
3756,atlantic,bees,9,0,9
3756,atlantic,hoverflies,39,4,35
3757,atlantic,bees,8,4,4
3757,atlantic,hoverflies,47,9,38
3758,continental,bees,5,1,4
3758,continental,hoverflies,20,2,18
3759,continental,bees,2,0,2
3759,continental,hoverflies,35,7,28
3760,continental,bees,1,0,1
3760,continental,hoverflies,25,0,25
3761,continental,bees,1,0,1
3761,continental,hoverflies,16,2,14
3763,boreal,bees,45,9,36
3763,boreal,hoverflies,38,1,37
3764,boreal,bees,47,9,38
3764,boreal,hoverflies,41,5,36
3765,boreal,bees,22,4,18
3765,boreal,hoverflies,6,0,6
3766,alpine,bees,19,5,14
3766,alpine,hoverflies,17,3,14
3767,alpine,bees,11,3,8
3767,alpine,hoverflies,9,1,8
3768,alpine,bees,15,3,12
3768,alpine,hoverflies,6,1,5
3769,atlantic,bees,38,14,24
3769,atlantic,hoverflies,14,5,9
3770,atlantic,bees,3,1,2
3791,mediterranean,bees,3,0,3
3791,mediterranean,hoverflies,1,0,1
3792,mediterranean,bees,9,1,8
3792,mediterranean,hoverflies,3,0,3
3795,mediterranean,bees,2,0,2
3797,continental,bees,5,0,5
3797,continental,hoverflies,4,1,3
3798,continental,bees,1,0,1
3798,continental,hoverflies,7,0,7
3799,alpine,bees,29,9,20
3799,alpine,hoverflies,6,0,6
3800,alpine,bees,88,43,45
3800,alpine,hoverflies,17,3,14
3801,continental,bees,6,2,4
3801,continental,hoverflies,33,1,32
3802,continental,bees,13,3,10
3802,continental,hoverflies,25,0,25
3803,continental,bees,12,3,9
3803,continental,hoverflies,16,0,16
3804,continental,bees,32,23,9
3804,continental,hoverflies,26,1,25
3805,continental,bees,5,0,5
3805,continental,hoverflies,27,0,27
3806,continental,bees,17,2,15
3806,continental,hoverflies,33,0,33
3807,atlantic,bees,14,4,10
3807,atlantic,hoverflies,44,4,40
3808,atlantic,bees,8,2,6
3808,atlantic,hoverflies,36,2,34
3809,atlantic,bees,11,0,11
3809,atlantic,hoverflies,35,3,32
3810,continental,bees,3,0,3
3810,continental,hoverflies,25,0,25
3811,continental,bees,3,2,1
3811,continental,hoverflies,29,4,25
3812,continental,bees,9,3,6
3812,continental,hoverflies,26,0,26
3813,continental,bees,2,2,0
3813,continental,hoverflies,21,1,20
3814,continental,bees,1,0,1
3814,continental,hoverflies,18,1,17
3816,boreal,bees,66,21,45
3816,boreal,hoverflies,56,12,44
3817,boreal,bees,66,23,43
3817,boreal,hoverflies,54,8,46
3818,boreal,bees,31,6,25
3818,boreal,hoverflies,22,1,21
3819,alpine,bees,20,5,15
3819,alpine,hoverflies,19,2,17
3820,alpine,bees,7,2,5
3820,alpine,hoverflies,3,1,2
3821,atlantic,bees,48,12,36
3821,atlantic,hoverflies,21,1,20
3822,atlantic,bees,7,3,4
3822,atlantic,hoverflies,2,1,1
3823,atlantic,bees,2,0,2
3847,mediterranean,bees,7,0,7
3847,mediterranean,hoverflies,1,0,1
3848,mediterranean,bees,12,7,5
3848,mediterranean,hoverflies,2,0,2
3849,mediterranean,bees,11,5,6
3849,mediterranean,hoverflies,3,1,2
3850,continental,bees,3,0,3
3850,continental,hoverflies,9,0,9
3851,alpine,bees,10,3,7
3851,alpine,hoverflies,7,0,7
3852,alpine,bees,69,29,40
3852,alpine,hoverflies,19,4,15
3853,alpine,bees,32,13,19
3853,alpine,hoverflies,27,3,24
3854,continental,bees,6,3,3
3854,continental,hoverflies,15,4,11
3855,continental,bees,10,2,8
3855,continental,hoverflies,18,0,18
3856,continental,bees,5,2,3
3856,continental,hoverflies,15,1,14
3857,continental,bees,10,2,8
3857,continental,hoverflies,22,0,22
3858,continental,bees,6,3,3
3858,continental,hoverflies,26,1,25
3859,continental,bees,9,0,9
3859,continental,hoverflies,36,1,35
3860,atlantic,bees,2,0,2
3860,atlantic,hoverflies,24,1,23
3861,continental,bees,15,1,14
3861,continental,hoverflies,44,8,36
3862,continental,bees,4,1,3
3862,continental,hoverflies,42,6,36
3863,continental,bees,2,0,2
3863,continental,hoverflies,16,1,15
3864,continental,bees,7,1,6
3864,continental,hoverflies,5,0,5
3865,continental,hoverflies,14,0,14
3866,continental,bees,4,2,2
3866,continental,hoverflies,19,3,16
3868,boreal,bees,42,11,31
3868,boreal,hoverflies,40,6,34
3869,boreal,bees,66,25,41
3869,boreal,hoverflies,53,7,46
3870,boreal,bees,30,7,23
3870,boreal,hoverflies,25,3,22
3871,alpine,bees,25,9,16
3871,alpine,hoverflies,9,3,6
3872,alpine,bees,13,2,11
3872,alpine,hoverflies,2,0,2
3873,alpine,bees,8,2,6
3873,alpine,hoverflies,2,1,1
3874,atlantic,bees,21,5,16
3874,atlantic,hoverflies,11,2,9
3875,atlantic,bees,12,2,10
3876,atlantic,bees,4,1,3
3900,mediterranean,bees,21,9,12
3900,mediterranean,hoverflies,1,0,1
3901,mediterranean,bees,30,10,20
3901,mediterranean,hoverflies,6,0,6
3902,continental,bees,11,9,2
3902,continental,hoverflies,4,0,4
3903,continental,bees,8,3,5
3903,continental,hoverflies,7,0,7
3904,alpine,bees,8,5,3
3904,alpine,hoverflies,8,0,8
3905,alpine,bees,72,32,40
3905,alpine,hoverflies,23,1,22
3906,continental,bees,17,7,10
3906,continental,hoverflies,23,0,23
3907,continental,bees,7,3,4
3907,continental,hoverflies,13,1,12
3908,continental,bees,9,4,5
