"","family","scientificName","Group","1921-1940","1941-1960","1961-1980","1981-2000","2001-2020","trend_mediterranean","sde_mediterranean","trend_alpine","sde_alpine","trend_atlantic","sde_atlantic","trend_continental","sde_continental","trend_boreal","sde_boreal"
"1426","Halictidae","Sphecodes hirtellus","bees",0,0,7,11,33,-0.0130236191037288,0.0619839014866687,NA,NA,NA,NA,NA,NA,NA,NA
"1427","Halictidae","Sphecodes hyalinatus","bees",227,196,581,1590,1932,NA,NA,0.01304861218855,0.00834911374237237,-0.0233215800791642,0.00437276410098592,-0.0378947500374555,0.0111031529769899,-0.0823460861173074,0.00922519106564585
"1428","Halictidae","Sphecodes intermedius","bees",7,14,17,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1429","Halictidae","Sphecodes longuloides","bees",0,0,0,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1430","Halictidae","Sphecodes longulus","bees",126,226,535,967,1081,-0.0127970760732635,0.0166312602078674,0.00415656994258842,0.00545313676254857,-0.0130623598150926,0.00417458237720286,0.00624751265029999,0.0069119253420199,-0.0404752127410002,0.0102517113349853
"1431","Halictidae","Sphecodes majalis","bees",8,8,13,70,113,NA,NA,NA,NA,NA,NA,0.126929434770793,0.0151724963636278,NA,NA
"1432","Halictidae","Sphecodes marginatus","bees",18,70,160,238,205,0.000954730248237615,0.0267105278537539,-0.00383095665177268,0.0347049624111084,-0.011268310430727,0.0140913230911631,-0.00571745510279983,0.00890623636023576,NA,NA
"1433","Halictidae","Sphecodes miniatus","bees",165,192,352,832,1638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1434","Halictidae","Sphecodes monilicornis","bees",619,743,1360,3829,6382,0.00386891537672256,0.0117811189126125,1.09691646686266e-05,0.00693989580377768,-0.00332066169439626,0.00967861943824242,-0.00961072417079888,0.00603275073636818,-0.186533437347512,0.0510926491392412
"1435","Halictidae","Sphecodes niger","bees",16,48,94,731,1024,NA,NA,0.0391528646760804,0.010928244160411,0.0216419036647344,0.00676510276046696,0.0105455389494116,0.00415919426703289,-0.018465415904558,0.0144635474360465
"1436","Halictidae","Sphecodes nomioidis","bees",1,2,9,11,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1437","Halictidae","Sphecodes olivieri","bees",0,4,14,12,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1438","Halictidae","Sphecodes pellucidus","bees",363,1030,1487,3298,6770,-0.00880492936565497,0.0378866822776502,-0.000396124634424759,0.00450088918284083,-0.013550330395191,0.00301280816571967,-0.000688446432683122,0.00357233843163195,-0.148514094403305,0.00948045833879713
"1439","Halictidae","Sphecodes pinguiculus","bees",0,11,9,18,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1440","Halictidae","Sphecodes pseudocrassus","bees",0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1441","Halictidae","Sphecodes pseudofasciatus","bees",13,5,22,60,93,-0.0161035591134567,0.0448162543521022,0.0263795281432026,0.0177968288916473,NA,NA,0.0173952718162649,0.00735600920373757,NA,NA
"1442","Halictidae","Sphecodes puncticeps","bees",228,282,617,1882,2121,0.00790413182244685,0.0145791694134713,0.0168267297758564,0.0114041815693608,-0.0397986522473805,0.0106904478145044,-0.0050393125736813,0.0070895070336115,-0.0432826689035777,0.00702222401899935
"1443","Halictidae","Sphecodes reticulatus","bees",252,307,265,855,1411,0.00454702987911506,0.0295017548232706,-0.0237526580146492,0.00920347468672119,-0.0132207397131596,0.00390939807995698,-0.00360096504889829,0.00406555502402402,-0.0338206691539963,0.00802201869855127
"1444","Halictidae","Sphecodes rubicundus","bees",91,119,124,276,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1445","Halictidae","Sphecodes rubripes","bees",0,0,4,5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1446","Halictidae","Sphecodes ruficrus","bees",14,18,120,151,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1447","Halictidae","Sphecodes rufiventris","bees",126,83,125,240,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1448","Halictidae","Sphecodes scabricollis","bees",61,114,125,325,483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1449","Halictidae","Sphecodes schenckii","bees",34,23,41,38,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1450","Halictidae","Sphecodes spinulosus","bees",89,87,42,92,93,NA,NA,-0.0353262869443177,0.0344527829179379,-0.0565617138262775,0.0147955607189515,-0.0495378771929429,0.0122041857893845,NA,NA
"1451","Halictidae","Sphecodes zangherii","bees",0,0,9,13,21,NA,NA,0.0234638451564927,0.084407673702821,NA,NA,NA,NA,NA,NA
"1452","Halictidae","Systropha curvicornis","bees",20,50,107,80,164,-0.0742418571156887,0.0125440732640932,-0.0675896546803343,0.0208366013451696,NA,NA,-0.00347180859199923,0.00763758516472177,0.143042447987556,0.09271093394544
"1453","Halictidae","Systropha grandimargo","bees",0,3,17,15,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1454","Halictidae","Systropha planidens","bees",4,12,41,26,96,-0.0430389401213014,0.0164067701120654,0.0677899350061707,0.0552048149681419,NA,NA,-0.0295828833232542,0.0192620693533352,NA,NA
"1455","Halictidae","Thrincohalictus prognathus","bees",1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1456","Megachilidae","Afranthidium carduele","bees",1,1,39,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1457","Megachilidae","Afranthidium schulthessii","bees",1,0,5,1,12,-0.193001905070332,0.0926513075387499,NA,NA,NA,NA,NA,NA,NA,NA
"1458","Megachilidae","Aglaoapis tridentata","bees",69,67,71,131,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1459","Megachilidae","Anthidiellum breviusculum","bees",0,0,9,16,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1460","Megachilidae","Anthidiellum strigatum","bees",199,323,480,750,2851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1461","Megachilidae","Anthidiellum troodicum","bees",5,2,35,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1462","Megachilidae","Anthidium caspicum","bees",0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1463","Megachilidae","Anthidium cingulatum","bees",21,12,77,42,92,-0.0156226764409443,0.0218112214976057,NA,NA,NA,NA,-0.0399171014200284,0.0178398353582887,NA,NA
"1464","Megachilidae","Anthidium dalmaticum","bees",13,4,2,6,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1465","Megachilidae","Anthidium diadema","bees",1,6,16,26,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1466","Megachilidae","Anthidium florentinum","bees",52,48,384,196,680,0.147945208431441,0.0119949661951983,0.101703799308793,0.0463125649549191,0.276905513300766,0.112583076435318,0.259726787042731,0.0720664994526936,NA,NA
"1467","Megachilidae","Anthidium loti","bees",13,18,195,83,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1468","Megachilidae","Anthidium manicatum","bees",716,1130,1376,2012,8556,-0.00958667632255665,0.00801659822904406,-0.0110489934807795,0.00434427872828586,0.0296389143428887,0.0024213512898906,0.0210362904061171,0.00224703038876557,0.0222471628919796,0.00414716470336979
"1469","Megachilidae","Anthidium montanum","bees",35,30,27,72,120,NA,NA,0.00980011379640151,0.00693933754153502,NA,NA,-0.00391091192511898,0.0159902040850619,NA,NA
"1470","Megachilidae","Anthidium oblongatum","bees",251,177,272,629,2138,-0.0407029270450752,0.0118075568230878,0.0252332157551162,0.00972983421767294,0.0287111922499308,0.0106015132419026,0.090426875127368,0.0114998907853954,0.161156451807198,0.0919820979841376
"1471","Megachilidae","Anthidium punctatum","bees",343,347,450,643,4674,0.00311032530705004,0.0138559218926165,0.00859965430992789,0.00623336499181041,0.0111516585945025,0.00596140485687521,0.0408289039968505,0.00423894950398467,0.0157172816019908,0.00471712811563762
"1472","Megachilidae","Anthidium rotundum","bees",0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1473","Megachilidae","Anthidium septemspinosum","bees",8,22,24,18,83,NA,NA,0.0518818770650301,0.0367744305695341,NA,NA,0.0370075918168152,0.0198095589696271,NA,NA
"1474","Megachilidae","Anthidium spiniventre","bees",0,0,20,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1475","Megachilidae","Anthidium taeniatum","bees",33,10,38,16,40,-0.172378438173772,0.0629407771451848,NA,NA,NA,NA,NA,NA,NA,NA
"1476","Megachilidae","Anthidium undulatiforme","bees",1,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1477","Megachilidae","Anthidium undulatum","bees",1,2,9,1,5,-0.00312202217086407,0.00919673874763352,NA,NA,NA,NA,NA,NA,NA,NA
"1478","Megachilidae","Anthidium wuestneii","bees",0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1479","Megachilidae","Chelostoma aegaeicum","bees",0,0,2,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1480","Megachilidae","Chelostoma campanularum","bees",712,903,1772,2087,6693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1481","Megachilidae","Chelostoma comosum","bees",1,6,7,0,3,0.0365847184867219,0.037384760800633,NA,NA,NA,NA,NA,NA,NA,NA
"1482","Megachilidae","Chelostoma diodon","bees",0,1,0,6,22,0.19376783917575,0.072794340604253,NA,NA,NA,NA,NA,NA,NA,NA
"1483","Megachilidae","Chelostoma distinctum","bees",74,79,314,361,862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1484","Megachilidae","Chelostoma edentulum","bees",0,5,4,31,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1485","Megachilidae","Chelostoma emarginatum","bees",9,22,66,197,146,-0.0373926680052108,0.0110306273948609,-0.0110133937802801,0.0148573886339708,-0.0239000360234008,0.0362717441180468,-0.00369433062716149,0.00961226364607791,NA,NA
"1486","Megachilidae","Chelostoma florisomne","bees",588,759,1129,2221,6441,0.00951417675354356,0.0151453885215076,0.0166927084326059,0.00896755056310792,-0.0301956148100731,0.00649356217067001,0.0119474262973938,0.00622371093610347,-0.00635622660354578,0.00320361500135433
"1487","Megachilidae","Chelostoma forcipatum","bees",0,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1488","Megachilidae","Chelostoma foveolatum","bees",5,0,33,93,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1489","Megachilidae","Chelostoma grande","bees",86,25,30,64,210,NA,NA,-0.0378281513473388,0.0131663090278963,NA,NA,NA,NA,NA,NA
"1490","Megachilidae","Chelostoma handlirschi","bees",2,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1491","Megachilidae","Chelostoma hellenicum","bees",0,0,11,77,21,0.173182567841048,0.140069654474057,NA,NA,NA,NA,NA,NA,NA,NA
"1492","Megachilidae","Chelostoma incognitum","bees",0,0,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1493","Megachilidae","Chelostoma laticaudum","bees",0,0,10,37,6,-0.0676078902024576,0.0252669556045793,NA,NA,NA,NA,NA,NA,NA,NA
"1494","Megachilidae","Chelostoma longifacies","bees",0,0,9,0,11,-0.0431227653081985,0.0595715622482515,NA,NA,NA,NA,NA,NA,NA,NA
"1495","Megachilidae","Chelostoma lucens","bees",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1496","Megachilidae","Chelostoma mocsaryi","bees",4,0,27,71,68,-0.045307853037788,0.0178320970078675,NA,NA,NA,NA,0.0325878459071615,0.0559432511898091,NA,NA
"1497","Megachilidae","Chelostoma nasutum","bees",0,4,5,41,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1498","Megachilidae","Chelostoma rapunculi","bees",631,905,1674,1249,6031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1499","Megachilidae","Chelostoma stefanii","bees",0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1500","Megachilidae","Chelostoma styriacum","bees",0,0,4,22,12,-0.0199140558534603,0.0259556300316213,NA,NA,NA,NA,NA,NA,NA,NA
"1501","Megachilidae","Chelostoma transversum","bees",0,0,7,54,17,0.011151044245146,0.0133985425598387,NA,NA,NA,NA,NA,NA,NA,NA
"1502","Megachilidae","Chelostoma ventrale","bees",1,5,114,43,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1503","Megachilidae","Coelioxys acanthopyga","bees",2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1504","Megachilidae","Coelioxys acanthurus","bees",2,1,4,9,26,-0.00480443871211443,0.0243121610380178,NA,NA,NA,NA,NA,NA,NA,NA
"1505","Megachilidae","Coelioxys afer","bees",71,66,115,183,446,0.0492464861258049,0.00700857350213504,-0.00729062165855129,0.0072909273223263,0.0256785924845708,0.00925846507515621,0.105453132401574,0.0166133128138641,NA,NA
"1506","Megachilidae","Coelioxys alatus","bees",10,21,10,12,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507","Megachilidae","Coelioxys argenteus","bees",9,7,9,39,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1508","Megachilidae","Coelioxys artemis","bees",0,0,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1509","Megachilidae","Coelioxys aurolimbatus","bees",114,89,141,176,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1510","Megachilidae","Coelioxys brevis","bees",6,5,28,15,44,0.0292748327628993,0.0525076593220352,NA,NA,NA,NA,-0.292965660034285,0.177550863460876,NA,NA
"1511","Megachilidae","Coelioxys caudatus","bees",0,4,5,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1512","Megachilidae","Coelioxys conoideus","bees",306,606,124,427,696,0.0371244871573002,0.0188634855183729,0.00739544369208368,0.00216340778565147,-0.0697789525890983,0.00744763598732749,-0.0786673132644251,0.0125516140631828,-0.0309318943255451,0.00678835134566583
"1513","Megachilidae","Coelioxys coturnix","bees",0,0,2,7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1514","Megachilidae","Coelioxys decipiens","bees",1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1515","Megachilidae","Coelioxys echinatus","bees",24,33,32,53,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1516","Megachilidae","Coelioxys elongatus","bees",177,181,198,517,978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1517","Megachilidae","Coelioxys elsei","bees",0,0,2,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1518","Megachilidae","Coelioxys emarginatus","bees",5,4,2,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1519","Megachilidae","Coelioxys haemorrhoa","bees",5,3,30,52,84,0.0293420258757047,0.012681723926314,NA,NA,NA,NA,NA,NA,NA,NA
"1520","Megachilidae","Coelioxys inermis","bees",180,236,302,464,1242,0.0299822310966146,0.0136423952140529,0.00829593211253003,0.00681266969151869,-0.0136849802903061,0.00321570155483505,-0.00219978373232966,0.00525240480931862,-0.00746113378874361,0.00431676434232762
"1521","Megachilidae","Coelioxys lanceolatus","bees",27,37,18,33,70,NA,NA,0.00230167650471053,0.00757598593671582,NA,NA,NA,NA,-0.0316931142750023,0.00958536474182562
"1522","Megachilidae","Coelioxys mandibularis","bees",138,352,194,303,837,0.0396785391555216,0.0327815709779499,-0.0123482658711145,0.0062274534409489,-0.0141016456329187,0.00532516601073718,0.00832434324842327,0.00788572275809044,-0.053634016368359,0.00644550548841738
"1523","Megachilidae","Coelioxys obtusispina","bees",14,23,1,3,59,NA,NA,NA,NA,NA,NA,NA,NA,-0.0336373914826068,0.0177053742078333
"1524","Megachilidae","Coelioxys obtusus","bees",10,2,8,18,26,-0.00483195465043579,0.0283561251757122,NA,NA,NA,NA,NA,NA,NA,NA
"1525","Megachilidae","Coelioxys osmiae","bees",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1526","Megachilidae","Coelioxys polycentris","bees",3,3,8,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1527","Megachilidae","Coelioxys quadridentatus","bees",267,320,262,417,1889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1528","Megachilidae","Coelioxys rufescens","bees",332,321,323,531,827,NA,NA,-0.012608129834279,0.00539977915926171,-0.0338273773141917,0.00653954789911262,-0.0105059415438728,0.00444462492407658,-0.0467743544461833,0.0107288274913935
"1529","Megachilidae","Dioxys ardens","bees",0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1530","Megachilidae","Dioxys cincta","bees",56,18,37,51,172,0.0429928432529277,0.00810395124838157,-0.052456169005464,0.0191668381815069,NA,NA,-0.0475867339429702,0.0225273925875702,NA,NA
"1531","Megachilidae","Dioxys moesta","bees",1,1,35,17,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1532","Megachilidae","Dioxys pumila","bees",3,5,4,4,19,-0.293052437394707,0.140075345289189,NA,NA,NA,NA,NA,NA,NA,NA
"1533","Megachilidae","Ensliniana bidentata","bees",0,0,1,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1534","Megachilidae","Eoanthidium clypeare","bees",0,13,42,1,5,-0.15247333104293,0.0558986541323538,NA,NA,NA,NA,NA,NA,NA,NA
"1535","Megachilidae","Eoanthidium insulare","bees",9,9,30,13,30,-0.0401459822038893,0.01866939227737,NA,NA,NA,NA,NA,NA,NA,NA
"1536","Megachilidae","Eoanthidium nasiculum","bees",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1537","Megachilidae","Eoanthidium pasteelsi","bees",0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1538","Megachilidae","Heriades clavicornis","bees",0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1539","Megachilidae","Heriades crenulata","bees",44,54,226,606,864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1540","Megachilidae","Heriades punctulifera","bees",2,0,6,44,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1541","Megachilidae","Heriades rubicola","bees",4,13,154,228,460,0.0362090455281776,0.00636011677913469,0.0294286111825067,0.0217449130055667,NA,NA,0.020307008101201,0.0111629472250739,NA,NA
"1542","Megachilidae","Heriades truncorum","bees",548,660,1817,1770,10705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1543","Megachilidae","Hofferia schmiedeknechti","bees",0,0,18,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1544","Megachilidae","Hoplitis acuticornis","bees",12,5,40,98,173,0.155490264300778,0.021551288323232,-0.0114569882004308,0.0135800854586258,0.203289728507102,0.142982137991767,0.047732125675017,0.0236005020455339,NA,NA
"1545","Megachilidae","Hoplitis adunca","bees",608,369,705,928,3272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1546","Megachilidae","Hoplitis albiscopa","bees",0,0,0,14,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1547","Megachilidae","Hoplitis annulata","bees",4,8,5,75,309,0.0488697939596255,0.00828825762250248,NA,NA,NA,NA,NA,NA,NA,NA
"1548","Megachilidae","Hoplitis antalyae","bees",0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1549","Megachilidae","Hoplitis anthocopoides","bees",147,87,124,207,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1550","Megachilidae","Hoplitis antigae","bees",0,0,7,9,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1551","Megachilidae","Hoplitis batyamae","bees",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1552","Megachilidae","Hoplitis benoisti","bees",2,9,152,137,365,0.178331974315045,0.0402832373983982,0.0747292437086967,0.0798452434429724,NA,NA,NA,NA,NA,NA
"1553","Megachilidae","Hoplitis bicallosa","bees",0,0,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1554","Megachilidae","Hoplitis bihamata","bees",0,5,5,0,7,-0.00518702014230952,0.013382905245815,NA,NA,NA,NA,NA,NA,NA,NA
"1555","Megachilidae","Hoplitis bispinosa","bees",0,0,0,1,11,0.534726846681456,0.320687166984375,NA,NA,NA,NA,NA,NA,NA,NA
"1556","Megachilidae","Hoplitis bisulca","bees",0,0,6,147,284,0.0548148803814182,0.00822959785735086,NA,NA,NA,NA,NA,NA,NA,NA
"1557","Megachilidae","Hoplitis brachypogon","bees",0,0,3,46,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1558","Megachilidae","Hoplitis cadiza","bees",0,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1559","Megachilidae","Hoplitis campanularis","bees",0,0,3,12,5,0.0351981723798194,0.0564557783906454,NA,NA,NA,NA,NA,NA,NA,NA
"1560","Megachilidae","Hoplitis carinata","bees",0,0,0,4,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1561","Megachilidae","Hoplitis ciliaris","bees",0,0,3,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1562","Megachilidae","Hoplitis claviventris","bees",340,726,946,1568,3953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1563","Megachilidae","Hoplitis cristatula","bees",6,2,5,57,119,0.149804840561119,0.0379952492131309,NA,NA,NA,NA,NA,NA,NA,NA
"1564","Megachilidae","Hoplitis curtula","bees",0,0,0,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1565","Megachilidae","Hoplitis curvipes","bees",0,0,0,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1566","Megachilidae","Hoplitis cypriaca","bees",0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1567","Megachilidae","Hoplitis dalmatica","bees",27,5,9,62,143,0.0623601252739231,0.0409752699591331,-0.00612468786557391,0.00802125547306209,NA,NA,0.0597107809805391,0.0314923239524268,NA,NA
"1568","Megachilidae","Hoplitis fabrei","bees",0,0,2,112,30,0.262523519080287,0.0844078884912818,NA,NA,NA,NA,NA,NA,NA,NA
"1569","Megachilidae","Hoplitis fasciculata","bees",0,0,0,3,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1570","Megachilidae","Hoplitis fertoni","bees",0,0,0,6,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1571","Megachilidae","Hoplitis fulva","bees",0,0,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1572","Megachilidae","Hoplitis graeca","bees",0,0,0,1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1573","Megachilidae","Hoplitis grossepunctata","bees",0,0,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1574","Megachilidae","Hoplitis grumi","bees",0,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1575","Megachilidae","Hoplitis haemi","bees",0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1576","Megachilidae","Hoplitis hilbera","bees",0,0,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1577","Megachilidae","Hoplitis holmboei","bees",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1578","Megachilidae","Hoplitis idaensis","bees",0,0,0,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1579","Megachilidae","Hoplitis illyrica","bees",0,0,3,44,19,0.0342632569231309,0.0344787216363875,NA,NA,NA,NA,NA,NA,NA,NA
"1580","Megachilidae","Hoplitis insularis","bees",0,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1581","Megachilidae","Hoplitis jakovlevi","bees",0,0,0,23,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1582","Megachilidae","Hoplitis jheringii","bees",0,1,0,7,10,0.32881466426448,0.190518583196703,NA,NA,NA,NA,NA,NA,NA,NA
"1583","Megachilidae","Hoplitis laevifrons","bees",3,0,3,7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1584","Megachilidae","Hoplitis lepeletieri","bees",178,63,62,261,456,NA,NA,-0.015801734552939,0.00459411309108755,NA,NA,0.231902204322623,0.215514593427318,NA,NA
"1585","Megachilidae","Hoplitis leucomelana","bees",153,189,217,615,2405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1586","Megachilidae","Hoplitis limassolica","bees",0,0,0,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1587","Megachilidae","Hoplitis lithodorae","bees",0,0,0,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1588","Megachilidae","Hoplitis loti","bees",130,85,80,267,401,NA,NA,0.00613587836312251,0.00502071653047416,NA,NA,-0.0403761030499057,0.0210432870427465,NA,NA
"1589","Megachilidae","Hoplitis lysholmi","bees",0,0,1,0,27,0.597781714290082,0.395638595250866,NA,NA,NA,NA,NA,NA,NA,NA
"1590","Megachilidae","Hoplitis manicata","bees",5,4,23,79,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1591","Megachilidae","Hoplitis manuelae","bees",0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1592","Megachilidae","Hoplitis marchali","bees",0,0,0,6,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1593","Megachilidae","Hoplitis mazzuccoi","bees",0,0,0,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1594","Megachilidae","Hoplitis mitis","bees",133,114,110,310,688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1595","Megachilidae","Hoplitis mocsaryi","bees",0,0,1,11,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1596","Megachilidae","Hoplitis mollis","bees",0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1597","Megachilidae","Hoplitis monticola","bees",0,0,0,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1598","Megachilidae","Hoplitis nicolaei","bees",0,0,3,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1599","Megachilidae","Hoplitis obtusa","bees",0,0,0,2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1600","Megachilidae","Hoplitis occidentalis","bees",0,0,0,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1601","Megachilidae","Hoplitis ochraceicornis","bees",3,2,6,5,51,-0.000784139103940832,0.376336624145278,NA,NA,NA,NA,NA,NA,NA,NA
"1602","Megachilidae","Hoplitis onychophora","bees",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1603","Megachilidae","Hoplitis pallicornis","bees",0,3,2,35,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1604","Megachilidae","Hoplitis papaveris","bees",121,107,44,22,120,-0.00976024915510568,0.0178076954605946,0.00443001205765651,0.0219391015769085,-0.195072275136139,0.0449735886101266,-0.139760821852008,0.0369958144530988,NA,NA
"1605","Megachilidae","Hoplitis peniculifera","bees",0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1606","Megachilidae","Hoplitis perezi","bees",0,3,5,43,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
